miclog2	drug	readingday	method	key_id
-6.05889368057251	bdq	14	vz	VI-25 DLM
-2	lzd	14	vz	VI-25 DLM
4	ami	14	vz	VI-25 DLM
1	rfb	14	vz	VI-25 DLM
3	emb	14	vz	VI-25 DLM
-6.05889368057251	dlm	14	vz	VI-25 DLM
-3.05889368057251	lzd	14	vz	VI-25 DLM
3	rif	14	vz	VI-25 DLM
3	pas	14	vz	VI-25 DLM
-4.05889368057251	cfz	14	vz	VI-25 DLM
1	lev	14	vz	VI-25 DLM
-6.05889368057251	bdq	14	vz	VI-25 DLM
1.67807197570801	inh	14	vz	VI-25 DLM
2	emb	14	vz	VI-25 DLM
4	ami	14	vz	VI-25 DLM
0	mxf	14	vz	VI-25 DLM
4	eth	14	vz	VI-25 DLM
5	kan	14	vz	VI-25 DLM
1	rfb	14	vz	VI-25 DLM
-6.05889368057251	bdq	14	vz	VI-25 DLM
-4.05889368057251	cfz	14	vz	VI-25 DLM
4	ami	14	vz	VI-25 DLM
3	rif	14	vz	VI-25 DLM
0	mxf	14	vz	VI-25 DLM
2	emb	14	vz	VI-25 DLM
4	eth	14	vz	VI-25 DLM
5	kan	14	vz	VI-25 DLM
-3.05889368057251	lzd	14	vz	VI-25 DLM
1	lev	14	vz	VI-25 DLM
3	pas	14	vz	VI-25 DLM
1	rfb	14	vz	VI-25 DLM
-6.05889368057251	dlm	14	vz	VI-25 DLM
1.67807197570801	inh	14	vz	VI-25 DLM
0	mxf	14	vz	VI-25 DLM
3	rif	14	vz	VI-25 DLM
-6.05889368057251	bdq	14	vz	VI-25 DLM
-4.05889368057251	cfz	14	vz	VI-25 DLM
1.67807197570801	inh	14	vz	VI-25 DLM
3	pas	14	vz	VI-25 DLM
-3.05889368057251	lzd	14	vz	VI-25 DLM
1	rfb	14	vz	VI-25 DLM
3	emb	14	vz	VI-25 DLM
4	ami	14	vz	VI-25 DLM
1	lev	14	vz	VI-25 DLM
-6.05889368057251	dlm	14	vz	VI-25 DLM
5	kan	14	vz	VI-25 DLM
4	eth	14	vz	VI-25 DLM
-6.05889368057251	dlm	14	vz	ALB28
-1	lev	14	vz	ALB28
-2	lzd	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
1	kan	14	vz	ALB28
-2	pas	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
0	emb	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
0	eth	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-1	ami	14	vz	ALB28
-1	mxf	14	vz	ALB28
-1	lev	14	vz	ALB28
1	kan	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-1	lzd	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-1	ami	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-1	mxf	14	vz	ALB28
-1	emb	14	vz	ALB28
-2	pas	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
0	eth	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
0	lzd	14	vz	ALB28
-6.05889368057251	bdq	14	vz	ALB28
-2	lev	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-1	emb	14	vz	ALB28
1	eth	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-2	pas	14	vz	ALB28
-2	ami	14	vz	ALB28
-3.05889368057251	mxf	14	vz	ALB28
2	kan	14	vz	ALB28
1	eth	14	vz	ALB28
-2	pas	14	vz	ALB28
-3.05889368057251	lev	14	vz	ALB28
-2	ami	14	vz	ALB28
-3.05889368057251	mxf	14	vz	ALB28
1	kan	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-1	lzd	14	vz	ALB28
-1	emb	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-6.05889368057251	bdq	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
NA	kan	14	vz	ALB28
NA	dlm	14	vz	ALB28
NA	rfb	14	vz	ALB28
NA	lzd	14	vz	ALB28
NA	bdq	14	vz	ALB28
NA	rif	14	vz	ALB28
NA	emb	14	vz	ALB28
NA	ami	14	vz	ALB28
NA	lev	14	vz	ALB28
NA	mxf	14	vz	ALB28
NA	pas	14	vz	ALB28
NA	eth	14	vz	ALB28
NA	cfz	14	vz	ALB28
NA	inh	14	vz	ALB28
NA	rif	14	vz	ALB28
NA	mxf	14	vz	ALB28
NA	kan	14	vz	ALB28
NA	lev	14	vz	ALB28
NA	inh	14	vz	ALB28
NA	dlm	14	vz	ALB28
NA	lzd	14	vz	ALB28
NA	cfz	14	vz	ALB28
NA	ami	14	vz	ALB28
NA	bdq	14	vz	ALB28
NA	eth	14	vz	ALB28
NA	pas	14	vz	ALB28
NA	rfb	14	vz	ALB28
NA	emb	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
0	emb	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-1	lzd	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-2	ami	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-1	pas	14	vz	ALB28
-1	eth	14	vz	ALB28
-2	mxf	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-1	lev	14	vz	ALB28
0	kan	14	vz	ALB28
-1	pas	14	vz	ALB28
0	emb	14	vz	ALB28
-2	ami	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
0	kan	14	vz	ALB28
-1	lev	14	vz	ALB28
-2	mxf	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-1	eth	14	vz	ALB28
-1	lzd	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
0	eth	14	vz	ALB28
-1	lev	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
0	emb	14	vz	ALB28
-4.32192802429199	inh	14	vz	ALB28
1	kan	14	vz	ALB28
-2	pas	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-3.05889368057251	cfz	14	vz	ALB28
-1	lzd	14	vz	ALB28
-2	ami	14	vz	ALB28
-1	mxf	14	vz	ALB28
0	emb	14	vz	ALB28
0	eth	14	vz	ALB28
-1	lev	14	vz	ALB28
1	kan	14	vz	ALB28
-4.32192802429199	inh	14	vz	ALB28
-1	mxf	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
-3.05889368057251	cfz	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-2	ami	14	vz	ALB28
-2	pas	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-1	lzd	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-4.32192802429199	inh	14	vz	ALB28
-1	mxf	14	vz	ALB28
0	emb	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
0	eth	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-2	pas	14	vz	ALB28
1	kan	14	vz	ALB28
-2	ami	14	vz	ALB28
-1	lzd	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-1	lev	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-1	lev	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
0	emb	14	vz	ALB28
-2	pas	14	vz	ALB28
-4.32192802429199	inh	14	vz	ALB28
-2	ami	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
0	eth	14	vz	ALB28
1	kan	14	vz	ALB28
-2	lzd	14	vz	ALB28
-1	mxf	14	vz	ALB28
-2	emb	14	vz	ALB28
-4.05889368057251	mxf	14	vz	ALB28
-2	ami	14	vz	ALB28
0	eth	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-3.05889368057251	lev	14	vz	ALB28
-6.05889368057251	bdq	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-4.05889368057251	lzd	14	vz	ALB28
0	kan	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-4.05889368057251	mxf	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-4.05889368057251	lzd	14	vz	ALB28
-2	lev	14	vz	ALB28
0	kan	14	vz	ALB28
-2	emb	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-2	ami	14	vz	ALB28
-6.05889368057251	bdq	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
0	eth	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-6.05889368057251	bdq	14	vz	ALB28
0	kan	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-3.05889368057251	mxf	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-4.05889368057251	lzd	14	vz	ALB28
0	eth	14	vz	ALB28
-2	ami	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-1	emb	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-2	lev	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-2	lev	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-2	ami	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
0	kan	14	vz	ALB28
-4.05889368057251	mxf	14	vz	ALB28
-6.05889368057251	bdq	14	vz	ALB28
-2	emb	14	vz	ALB28
-4.05889368057251	lzd	14	vz	ALB28
0	eth	14	vz	ALB28
0	emb	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-1	ami	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
-1	lev	14	vz	ALB28
0	kan	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
0	eth	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-2	mxf	14	vz	ALB28
-1	lzd	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-1	ami	14	vz	ALB28
0	emb	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-1	lev	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-1	lzd	14	vz	ALB28
1	kan	14	vz	ALB28
-1	mxf	14	vz	ALB28
0	eth	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
-2	lzd	14	vz	ALB28
0	eth	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-2	ami	14	vz	ALB28
-1	emb	14	vz	ALB28
-1	mxf	14	vz	ALB28
-2	lev	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
1	kan	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
0	eth	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-1	emb	14	vz	ALB28
-1	mxf	14	vz	ALB28
-1	lzd	14	vz	ALB28
-2	ami	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
1	kan	14	vz	ALB28
-1	lev	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-2	lzd	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
0	eth	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
0	kan	14	vz	ALB28
-2	lev	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
-2	ami	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-3.05889368057251	cfz	14	vz	ALB28
-3.05889368057251	mxf	14	vz	ALB28
-1	emb	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-5.05889368057251	bdq	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-3.05889368057251	mxf	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-2	lev	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-1	emb	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
0	eth	14	vz	ALB28
-2	lzd	14	vz	ALB28
0	kan	14	vz	ALB28
-2	ami	14	vz	ALB28
-3.05889368057251	cfz	14	vz	ALB28
-2	lev	14	vz	ALB28
-1	pas	14	vz	ALB28
1	kan	14	vz	ALB28
1	bdq	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-1	emb	14	vz	ALB28
-3.05889368057251	mxf	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-2	lzd	14	vz	ALB28
0	eth	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
1	ami	14	vz	ALB28
-3.05889368057251	cfz	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
1	ami	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-1	pas	14	vz	ALB28
-2	lev	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-3.05889368057251	cfz	14	vz	ALB28
-1	emb	14	vz	ALB28
1	bdq	14	vz	ALB28
0	kan	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-2	lzd	14	vz	ALB28
-3.05889368057251	mxf	14	vz	ALB28
0	eth	14	vz	ALB28
-2	lzd	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
0	eth	14	vz	ALB28
0	kan	14	vz	ALB28
0	emb	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-2	mxf	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-2	ami	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-1	lev	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-4.05889368057251	rif	14	vz	ALB28
0	emb	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-2	mxf	14	vz	ALB28
-2	lzd	14	vz	ALB28
0	eth	14	vz	ALB28
-1	lev	14	vz	ALB28
-2	ami	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
0	kan	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-2	ami	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
0	eth	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
0	kan	14	vz	ALB28
-2	lev	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-2	mxf	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-2	lzd	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
0	emb	14	vz	ALB28
-3.05889368057251	pas	14	vz	ALB28
-4.05889368057251	rfb	14	vz	ALB28
0	emb	14	vz	ALB28
-3.05889368057251	rif	14	vz	ALB28
-6.05889368057251	dlm	14	vz	ALB28
-4.05889368057251	cfz	14	vz	ALB28
-2	lev	14	vz	ALB28
0	eth	14	vz	ALB28
-2	mxf	14	vz	ALB28
-5.32192802429199	inh	14	vz	ALB28
-2	lzd	14	vz	ALB28
-4.05889368057251	bdq	14	vz	ALB28
0	kan	14	vz	ALB28
-2	ami	14	vz	ALB28
-4.05889368057251	rfb	14	vz	W791
2	lev	14	vz	W791
0	kan	14	vz	W791
-4.05889368057251	cfz	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-4.05889368057251	rif	14	vz	W791
-1	lzd	14	vz	W791
-2	ami	14	vz	W791
-5.32192802429199	inh	14	vz	W791
1	eth	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
0	emb	14	vz	W791
0	mxf	14	vz	W791
-3.05889368057251	pas	14	vz	W791
-5.32192802429199	inh	14	vz	W791
1	eth	14	vz	W791
-4.05889368057251	cfz	14	vz	W791
0	kan	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
0	emb	14	vz	W791
-1	lzd	14	vz	W791
0	mxf	14	vz	W791
-2	ami	14	vz	W791
2	lev	14	vz	W791
-4.05889368057251	rif	14	vz	W791
-3.05889368057251	pas	14	vz	W791
-3.05889368057251	pas	14	vz	W791
0	emb	14	vz	W791
-4.05889368057251	rif	14	vz	W791
1	eth	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
0	mxf	14	vz	W791
-5.32192802429199	inh	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-6.05889368057251	bdq	14	vz	W791
-2	lzd	14	vz	W791
0	kan	14	vz	W791
2	lev	14	vz	W791
-2	ami	14	vz	W791
-4.05889368057251	cfz	14	vz	W791
-4.05889368057251	rif	14	vz	W791
0	emb	14	vz	W791
2	lev	14	vz	W791
-2	ami	14	vz	W791
0	kan	14	vz	W791
-5.05889368057251	bdq	14	vz	W791
-1	lzd	14	vz	W791
-5.32192802429199	inh	14	vz	W791
1	eth	14	vz	W791
0	mxf	14	vz	W791
-3.05889368057251	pas	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-4.05889368057251	cfz	14	vz	W791
1	emb	14	vz	W791
-2	ami	14	vz	W791
-3.05889368057251	cfz	14	vz	W791
-2	pas	14	vz	W791
-1	lzd	14	vz	W791
1	eth	14	vz	W791
-5.05889368057251	dlm	14	vz	W791
-4.32192802429199	inh	14	vz	W791
1	mxf	14	vz	W791
3	lev	14	vz	W791
NA	kan	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-3.05889368057251	rif	14	vz	W791
-1	lzd	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-3.05889368057251	rif	14	vz	W791
1	emb	14	vz	W791
-3.05889368057251	cfz	14	vz	W791
-2	ami	14	vz	W791
-5.05889368057251	dlm	14	vz	W791
0	kan	14	vz	W791
1	mxf	14	vz	W791
-2	pas	14	vz	W791
3	lev	14	vz	W791
1	eth	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-4.32192802429199	inh	14	vz	W791
1	emb	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-4.32192802429199	inh	14	vz	W791
-3.05889368057251	dlm	14	vz	W791
1	eth	14	vz	W791
-2	ami	14	vz	W791
-3.05889368057251	cfz	14	vz	W791
-2	pas	14	vz	W791
0	lzd	14	vz	W791
3	lev	14	vz	W791
-3.05889368057251	rif	14	vz	W791
1	mxf	14	vz	W791
0	kan	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-3.05889368057251	dlm	14	vz	W791
0	kan	14	vz	W791
1	emb	14	vz	W791
-3.05889368057251	rif	14	vz	W791
-2	cfz	14	vz	W791
1	mxf	14	vz	W791
-2	pas	14	vz	W791
-4.32192802429199	inh	14	vz	W791
3	lev	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
0	lzd	14	vz	W791
-2	ami	14	vz	W791
1	eth	14	vz	W791
-3.05889368057251	cfz	14	vz	W791
0	kan	14	vz	W791
-5.05889368057251	dlm	14	vz	W791
2	mxf	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
0	lzd	14	vz	W791
1	eth	14	vz	W791
0	ami	14	vz	W791
1	emb	14	vz	W791
0	pas	14	vz	W791
3	lev	14	vz	W791
-4.32192802429199	inh	14	vz	W791
-2	rif	14	vz	W791
-3.05889368057251	bdq	14	vz	W791
-3.05889368057251	cfz	14	vz	W791
1	eth	14	vz	W791
-1	lzd	14	vz	W791
1	mxf	14	vz	W791
2	lev	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
1	emb	14	vz	W791
-2	ami	14	vz	W791
-1	pas	14	vz	W791
0	kan	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-4.32192802429199	inh	14	vz	W791
-3.05889368057251	bdq	14	vz	W791
-3.05889368057251	rif	14	vz	W791
1	emb	14	vz	W791
-2	cfz	14	vz	W791
1	mxf	14	vz	W791
-5.05889368057251	dlm	14	vz	W791
0	pas	14	vz	W791
1	eth	14	vz	W791
0	lzd	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-2	ami	14	vz	W791
-4.32192802429199	inh	14	vz	W791
2	lev	14	vz	W791
-3.05889368057251	bdq	14	vz	W791
1	kan	14	vz	W791
-2	rif	14	vz	W791
0	lzd	14	vz	W791
-2	rif	14	vz	W791
1	mxf	14	vz	W791
-2	ami	14	vz	W791
1	eth	14	vz	W791
1	kan	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
1	emb	14	vz	W791
0	pas	14	vz	W791
-3.05889368057251	bdq	14	vz	W791
2	lev	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-2	cfz	14	vz	W791
-4.32192802429199	inh	14	vz	W791
NA	dlm	14	vz	W791
NA	lzd	14	vz	W791
NA	bdq	14	vz	W791
NA	mxf	14	vz	W791
NA	cfz	14	vz	W791
NA	pas	14	vz	W791
NA	rif	14	vz	W791
NA	emb	14	vz	W791
NA	eth	14	vz	W791
NA	kan	14	vz	W791
NA	rfb	14	vz	W791
NA	inh	14	vz	W791
NA	ami	14	vz	W791
NA	lev	14	vz	W791
NA	lev	14	vz	W791
NA	pas	14	vz	W791
NA	emb	14	vz	W791
NA	mxf	14	vz	W791
NA	rif	14	vz	W791
NA	ami	14	vz	W791
NA	lzd	14	vz	W791
NA	bdq	14	vz	W791
NA	kan	14	vz	W791
NA	rfb	14	vz	W791
NA	dlm	14	vz	W791
NA	inh	14	vz	W791
NA	cfz	14	vz	W791
NA	eth	14	vz	W791
NA	rfb	14	vz	W791
NA	cfz	14	vz	W791
NA	rif	14	vz	W791
NA	kan	14	vz	W791
NA	emb	14	vz	W791
NA	lev	14	vz	W791
NA	ami	14	vz	W791
NA	pas	14	vz	W791
NA	dlm	14	vz	W791
NA	eth	14	vz	W791
NA	inh	14	vz	W791
NA	bdq	14	vz	W791
NA	lzd	14	vz	W791
NA	mxf	14	vz	W791
NA	rif	14	vz	W791
NA	inh	14	vz	W791
NA	lev	14	vz	W791
NA	eth	14	vz	W791
NA	pas	14	vz	W791
NA	kan	14	vz	W791
NA	cfz	14	vz	W791
NA	rfb	14	vz	W791
NA	lzd	14	vz	W791
NA	mxf	14	vz	W791
NA	bdq	14	vz	W791
NA	emb	14	vz	W791
NA	ami	14	vz	W791
NA	dlm	14	vz	W791
0	mxf	14	vz	W791
0	kan	14	vz	W791
-4.05889368057251	cfz	14	vz	W791
1	emb	14	vz	W791
2	lev	14	vz	W791
-2	ami	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
1	eth	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-3.05889368057251	pas	14	vz	W791
-4.32192802429199	inh	14	vz	W791
-2	lzd	14	vz	W791
-4.05889368057251	rif	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
1	eth	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-4.05889368057251	cfz	14	vz	W791
0	kan	14	vz	W791
2	lev	14	vz	W791
0	mxf	14	vz	W791
-4.32192802429199	inh	14	vz	W791
-2	ami	14	vz	W791
1	emb	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
-4.05889368057251	rif	14	vz	W791
-3.05889368057251	pas	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-2	lzd	14	vz	W791
1	mxf	14	vz	W791
-4.05889368057251	cfz	14	vz	W791
0	kan	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
-1	lzd	14	vz	W791
-5.32192802429199	inh	14	vz	W791
2	lev	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
1	eth	14	vz	W791
-3.05889368057251	rif	14	vz	W791
1	emb	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-3.05889368057251	pas	14	vz	W791
-2	ami	14	vz	W791
-4.05889368057251	rif	14	vz	W791
-3.05889368057251	pas	14	vz	W791
-4.05889368057251	bdq	14	vz	W791
-5.32192802429199	inh	14	vz	W791
-2	lzd	14	vz	W791
2	lev	14	vz	W791
-2	ami	14	vz	W791
-4.05889368057251	cfz	14	vz	W791
0	kan	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
1	eth	14	vz	W791
0	mxf	14	vz	W791
1	emb	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-3.05889368057251	cfz	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
0	kan	14	vz	W791
-5.05889368057251	dlm	14	vz	W791
2	eth	14	vz	W791
1	emb	14	vz	W791
-3.05889368057251	rif	14	vz	W791
1	mxf	14	vz	W791
-3.05889368057251	bdq	14	vz	W791
-4.32192802429199	inh	14	vz	W791
3	lev	14	vz	W791
-2	ami	14	vz	W791
-2	pas	14	vz	W791
-2	lzd	14	vz	W791
0	kan	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-2	ami	14	vz	W791
-3.05889368057251	rif	14	vz	W791
-4.32192802429199	inh	14	vz	W791
-3.05889368057251	cfz	14	vz	W791
-3.05889368057251	bdq	14	vz	W791
-2	lzd	14	vz	W791
1	emb	14	vz	W791
3	lev	14	vz	W791
-2	pas	14	vz	W791
-5.05889368057251	dlm	14	vz	W791
2	eth	14	vz	W791
1	mxf	14	vz	W791
-2	cfz	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-1	ami	14	vz	W791
2	kan	14	vz	W791
1	eth	14	vz	W791
1	mxf	14	vz	W791
1.67807197570801	inh	14	vz	W791
-1	pas	14	vz	W791
2	lev	14	vz	W791
-1	lzd	14	vz	W791
4	emb	14	vz	W791
-3.05889368057251	bdq	14	vz	W791
-4.05889368057251	rif	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
-4.05889368057251	rfb	14	vz	W791
-2	cfz	14	vz	W791
-1	pas	14	vz	W791
4	emb	14	vz	W791
-6.05889368057251	dlm	14	vz	W791
1.67807197570801	inh	14	vz	W791
-3.05889368057251	bdq	14	vz	W791
1	mxf	14	vz	W791
-3.05889368057251	rif	14	vz	W791
2	kan	14	vz	W791
-1	lzd	14	vz	W791
1	eth	14	vz	W791
-1	ami	14	vz	W791
2	lev	14	vz	W791
-3.05889368057251	rif	14	vz	W791
