miclog2	drug	readingday	method	key_id
-1	lev	14	vz	ALB29
-3.05889368057251	pas	14	vz	ALB29
-2	ami	14	vz	ALB29
-6.05889368057251	dlm	14	vz	ALB29
-1	lzd	14	vz	ALB29
-4.05889368057251	rif	14	vz	ALB29
0	eth	14	vz	ALB29
-1	emb	14	vz	ALB29
-5.32192802429199	inh	14	vz	ALB29
-1	mxf	14	vz	ALB29
-5.05889368057251	bdq	14	vz	ALB29
1	kan	14	vz	ALB29
-3.05889368057251	rif	14	vz	ALB29
-5.32192802429199	inh	14	vz	ALB29
-1	lev	14	vz	ALB29
-3.05889368057251	cfz	14	vz	ALB29
-1	lzd	14	vz	ALB29
-4.05889368057251	rfb	14	vz	ALB29
-1	emb	14	vz	ALB29
-1	mxf	14	vz	ALB29
-3.05889368057251	pas	14	vz	ALB29
0	eth	14	vz	ALB29
-2	ami	14	vz	ALB29
-6.05889368057251	dlm	14	vz	ALB29
-1	emb	14	vz	ALB29
-4.05889368057251	rfb	14	vz	ALB29
-6.05889368057251	dlm	14	vz	ALB29
-5.32192802429199	inh	14	vz	ALB29
1	kan	14	vz	ALB29
-1	lev	14	vz	ALB29
0	eth	14	vz	ALB29
-3.05889368057251	cfz	14	vz	ALB29
-2	ami	14	vz	ALB29
-5.05889368057251	bdq	14	vz	ALB29
-1	mxf	14	vz	ALB29
-1	lzd	14	vz	ALB29
-2	pas	14	vz	ALB29
-3.05889368057251	rif	14	vz	ALB29
-4.05889368057251	cfz	14	vz	TNS1218
-2	lzd	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-3.32192802429199	inh	14	vz	TNS1218
0	kan	14	vz	TNS1218
3	rif	14	vz	TNS1218
-2	eth	14	vz	TNS1218
-3.05889368057251	pas	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-1	emb	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-3.05889368057251	pas	14	vz	TNS1218
1	emb	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	kan	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
-1	lev	14	vz	TNS1218
1	eth	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
-3.05889368057251	lzd	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-1	emb	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
0	eth	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-2	lev	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	kan	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
-6.05889368057251	bdq	14	vz	TNS1218
-4.05889368057251	mxf	14	vz	TNS1218
-3.05889368057251	pas	14	vz	TNS1218
-2	lzd	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
3	rif	14	vz	TNS1218
-2	emb	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-2	lev	14	vz	TNS1218
-2	pas	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-6.05889368057251	bdq	14	vz	TNS1218
0	kan	14	vz	TNS1218
0	eth	14	vz	TNS1218
-4.05889368057251	mxf	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
NA	inh	14	vz	TNS1218
NA	kan	14	vz	TNS1218
NA	dlm	14	vz	TNS1218
NA	rfb	14	vz	TNS1218
NA	lev	14	vz	TNS1218
NA	ami	14	vz	TNS1218
NA	pas	14	vz	TNS1218
NA	rif	14	vz	TNS1218
NA	bdq	14	vz	TNS1218
NA	cfz	14	vz	TNS1218
NA	mxf	14	vz	TNS1218
NA	emb	14	vz	TNS1218
NA	lzd	14	vz	TNS1218
NA	eth	14	vz	TNS1218
NA	emb	14	vz	TNS1218
NA	mxf	14	vz	TNS1218
NA	inh	14	vz	TNS1218
NA	lzd	14	vz	TNS1218
NA	lev	14	vz	TNS1218
NA	pas	14	vz	TNS1218
NA	cfz	14	vz	TNS1218
NA	rfb	14	vz	TNS1218
NA	ami	14	vz	TNS1218
NA	eth	14	vz	TNS1218
NA	dlm	14	vz	TNS1218
NA	bdq	14	vz	TNS1218
NA	kan	14	vz	TNS1218
NA	rif	14	vz	TNS1218
-2	pas	14	vz	TNS1218
NA	bdq	14	vz	TNS1218
-2	lev	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
2	rfb	14	vz	TNS1218
0	kan	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
0	emb	14	vz	TNS1218
-1	eth	14	vz	TNS1218
3	rif	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-6.05889368057251	bdq	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
-2	lev	14	vz	TNS1218
-1	eth	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	emb	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-2	ami	14	vz	TNS1218
0	kan	14	vz	TNS1218
-2	pas	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	mxf	14	vz	TNS1218
0	emb	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
1	kan	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-1	pas	14	vz	TNS1218
-3.32192802429199	inh	14	vz	TNS1218
1	eth	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
0	emb	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-6.05889368057251	bdq	14	vz	TNS1218
-3.32192802429199	inh	14	vz	TNS1218
-2	pas	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-1	mxf	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	eth	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
0	kan	14	vz	TNS1218
0	emb	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-1	lev	14	vz	TNS1218
1	eth	14	vz	TNS1218
-3.05889368057251	cfz	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	kan	14	vz	TNS1218
-6.05889368057251	bdq	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-2	pas	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-2	lev	14	vz	TNS1218
-2	pas	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-6.05889368057251	bdq	14	vz	TNS1218
0	kan	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-3.05889368057251	cfz	14	vz	TNS1218
0	emb	14	vz	TNS1218
-2	lzd	14	vz	TNS1218
3	rif	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
0	eth	14	vz	TNS1218
-1	ami	14	vz	TNS1218
-2	lzd	14	vz	TNS1218
0	eth	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
1	kan	14	vz	TNS1218
0	emb	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-3.32192802429199	inh	14	vz	TNS1218
3	rif	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
-3.05889368057251	pas	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
0	eth	14	vz	TNS1218
-1	ami	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-3.32192802429199	inh	14	vz	TNS1218
3	rif	14	vz	TNS1218
-3.05889368057251	lzd	14	vz	TNS1218
2	rfb	14	vz	TNS1218
1	kan	14	vz	TNS1218
0	emb	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
-3.05889368057251	pas	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-3.05889368057251	cfz	14	vz	TNS1218
-1	ami	14	vz	TNS1218
-2	lzd	14	vz	TNS1218
0	emb	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-1	lev	14	vz	TNS1218
1	eth	14	vz	TNS1218
-2	pas	14	vz	TNS1218
1	kan	14	vz	TNS1218
3	rif	14	vz	TNS1218
-2.32192802429199	inh	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-2	pas	14	vz	TNS1218
-2.32192802429199	inh	14	vz	TNS1218
-1	ami	14	vz	TNS1218
1	kan	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
1	eth	14	vz	TNS1218
3	rif	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
-2	lzd	14	vz	TNS1218
-3.05889368057251	cfz	14	vz	TNS1218
2	rfb	14	vz	TNS1218
0	emb	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-6.05889368057251	bdq	14	vz	TNS1218
0	emb	14	vz	TNS1218
-3.05889368057251	lzd	14	vz	TNS1218
0	eth	14	vz	TNS1218
3	rif	14	vz	TNS1218
-2	pas	14	vz	TNS1218
0	kan	14	vz	TNS1218
-2	ami	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
0	rfb	14	vz	TNS1218
-4.05889368057251	cfz	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-4.32192802429199	inh	14	vz	TNS1218
-3.05889368057251	pas	14	vz	TNS1218
0	kan	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
0	eth	14	vz	TNS1218
-6.05889368057251	bdq	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	emb	14	vz	TNS1218
-3.05889368057251	lzd	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
NA	mxf	14	vz	TNS1218
NA	dlm	14	vz	TNS1218
NA	pas	14	vz	TNS1218
NA	eth	14	vz	TNS1218
NA	kan	14	vz	TNS1218
NA	cfz	14	vz	TNS1218
NA	rif	14	vz	TNS1218
NA	bdq	14	vz	TNS1218
NA	lev	14	vz	TNS1218
NA	emb	14	vz	TNS1218
NA	ami	14	vz	TNS1218
NA	rfb	14	vz	TNS1218
NA	inh	14	vz	TNS1218
NA	lzd	14	vz	TNS1218
NA	lev	14	vz	TNS1218
NA	lzd	14	vz	TNS1218
NA	kan	14	vz	TNS1218
NA	rfb	14	vz	TNS1218
NA	cfz	14	vz	TNS1218
NA	bdq	14	vz	TNS1218
NA	eth	14	vz	TNS1218
NA	mxf	14	vz	TNS1218
NA	emb	14	vz	TNS1218
NA	pas	14	vz	TNS1218
NA	inh	14	vz	TNS1218
NA	dlm	14	vz	TNS1218
NA	rif	14	vz	TNS1218
NA	ami	14	vz	TNS1218
-1	ami	14	vz	TNS1218
0	emb	14	vz	TNS1218
-4.05889368057251	bdq	14	vz	TNS1218
0	pas	14	vz	TNS1218
1	kan	14	vz	TNS1218
-2	lzd	14	vz	TNS1218
-3.32192802429199	inh	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
1	eth	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-3.05889368057251	cfz	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-1	lev	14	vz	TNS1218
3	rif	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-3.05889368057251	cfz	14	vz	TNS1218
-4.05889368057251	bdq	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
1	eth	14	vz	TNS1218
-2	lzd	14	vz	TNS1218
-1	ami	14	vz	TNS1218
1	kan	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-3.32192802429199	inh	14	vz	TNS1218
0	pas	14	vz	TNS1218
0	emb	14	vz	TNS1218
3	rif	14	vz	TNS1218
3	pas	14	vz	TNS1218
1	lzd	14	vz	TNS1218
2	emb	14	vz	TNS1218
2	kan	14	vz	TNS1218
3	cfz	14	vz	TNS1218
4	lev	14	vz	TNS1218
3	mxf	14	vz	TNS1218
-3.05889368057251	dlm	14	vz	TNS1218
1.67807197570801	inh	14	vz	TNS1218
2	rfb	14	vz	TNS1218
1	bdq	14	vz	TNS1218
0	eth	14	vz	TNS1218
3	rif	14	vz	TNS1218
4	ami	14	vz	TNS1218
1	lzd	14	vz	TNS1218
3	mxf	14	vz	TNS1218
3	pas	14	vz	TNS1218
4	ami	14	vz	TNS1218
2	kan	14	vz	TNS1218
3	cfz	14	vz	TNS1218
0	eth	14	vz	TNS1218
2	bdq	14	vz	TNS1218
-3.05889368057251	dlm	14	vz	TNS1218
4	lev	14	vz	TNS1218
2	emb	14	vz	TNS1218
3	rif	14	vz	TNS1218
2	rfb	14	vz	TNS1218
1.67807197570801	inh	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-1.32192814350128	inh	14	vz	TNS1218
-1	mxf	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
-2	pas	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-2	cfz	14	vz	TNS1218
-4.05889368057251	bdq	14	vz	TNS1218
0	eth	14	vz	TNS1218
0	kan	14	vz	TNS1218
2	rfb	14	vz	TNS1218
1	lev	14	vz	TNS1218
0	emb	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	eth	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-2.32192802429199	inh	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-2	lev	14	vz	TNS1218
-4.05889368057251	bdq	14	vz	TNS1218
0	kan	14	vz	TNS1218
-3.05889368057251	cfz	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-1	emb	14	vz	TNS1218
3	rif	14	vz	TNS1218
-2	pas	14	vz	TNS1218
-3.05889368057251	cfz	14	vz	TNS1218
0	eth	14	vz	TNS1218
0	kan	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
-1	lev	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
-2.32192802429199	inh	14	vz	TNS1218
2	rfb	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
-2	ami	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
0	emb	14	vz	TNS1218
-1	pas	14	vz	TNS1218
3	rif	14	vz	TNS1218
-2	mxf	14	vz	TNS1218
0	kan	14	vz	TNS1218
-6.05889368057251	dlm	14	vz	TNS1218
0	eth	14	vz	TNS1218
-5.05889368057251	bdq	14	vz	TNS1218
3	rif	14	vz	TNS1218
0	pas	14	vz	TNS1218
0	emb	14	vz	TNS1218
-2.32192802429199	inh	14	vz	TNS1218
-1	lzd	14	vz	TNS1218
-2	cfz	14	vz	TNS1218
-2	ami	14	vz	TNS1218
0	lev	14	vz	TNS1218
2	rfb	14	vz	TNS1218
3	rif	14	vz	TNS1959
-3.05889368057251	mxf	14	vz	TNS1959
0	eth	14	vz	TNS1959
-1	emb	14	vz	TNS1959
0	kan	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-3.05889368057251	pas	14	vz	TNS1959
-2	lzd	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-2	lev	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-5.05889368057251	dlm	14	vz	TNS1959
-6.05889368057251	bdq	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
1	kan	14	vz	TNS1959
-3.05889368057251	mxf	14	vz	TNS1959
-2	lev	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
0	eth	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-6.05889368057251	bdq	14	vz	TNS1959
-2	lzd	14	vz	TNS1959
3	pas	14	vz	TNS1959
0	emb	14	vz	TNS1959
3	rif	14	vz	TNS1959
0	kan	14	vz	TNS1959
-3.05889368057251	mxf	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
-6.05889368057251	bdq	14	vz	TNS1959
-3.05889368057251	pas	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-3.05889368057251	lzd	14	vz	TNS1959
-1	emb	14	vz	TNS1959
-2	lev	14	vz	TNS1959
0	eth	14	vz	TNS1959
3	rif	14	vz	TNS1959
0	kan	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-2	pas	14	vz	TNS1959
-6.05889368057251	bdq	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
3	rif	14	vz	TNS1959
-2	lev	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
-2	lzd	14	vz	TNS1959
2	rfb	14	vz	TNS1959
1	eth	14	vz	TNS1959
-1	emb	14	vz	TNS1959
-3.05889368057251	mxf	14	vz	TNS1959
3	rif	14	vz	TNS1959
-5.32192802429199	inh	14	vz	TNS1959
0	eth	14	vz	TNS1959
-2	pas	14	vz	TNS1959
-2	lev	14	vz	TNS1959
0	emb	14	vz	TNS1959
-3.05889368057251	mxf	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-6.05889368057251	bdq	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-2	lzd	14	vz	TNS1959
0	kan	14	vz	TNS1959
NA	rfb	14	vz	TNS1959
NA	emb	14	vz	TNS1959
NA	lev	14	vz	TNS1959
NA	lzd	14	vz	TNS1959
NA	ami	14	vz	TNS1959
NA	pas	14	vz	TNS1959
NA	cfz	14	vz	TNS1959
NA	eth	14	vz	TNS1959
NA	kan	14	vz	TNS1959
NA	inh	14	vz	TNS1959
NA	bdq	14	vz	TNS1959
NA	dlm	14	vz	TNS1959
NA	mxf	14	vz	TNS1959
NA	rif	14	vz	TNS1959
NA	mxf	14	vz	TNS1959
NA	rfb	14	vz	TNS1959
NA	emb	14	vz	TNS1959
NA	bdq	14	vz	TNS1959
NA	eth	14	vz	TNS1959
NA	cfz	14	vz	TNS1959
NA	dlm	14	vz	TNS1959
NA	inh	14	vz	TNS1959
NA	pas	14	vz	TNS1959
NA	lev	14	vz	TNS1959
NA	lzd	14	vz	TNS1959
NA	kan	14	vz	TNS1959
NA	rif	14	vz	TNS1959
NA	ami	14	vz	TNS1959
NA	ami	14	vz	TNS1959
NA	mxf	14	vz	TNS1959
NA	rfb	14	vz	TNS1959
NA	lev	14	vz	TNS1959
NA	eth	14	vz	TNS1959
NA	bdq	14	vz	TNS1959
NA	kan	14	vz	TNS1959
NA	lzd	14	vz	TNS1959
NA	pas	14	vz	TNS1959
NA	dlm	14	vz	TNS1959
NA	cfz	14	vz	TNS1959
NA	rif	14	vz	TNS1959
NA	emb	14	vz	TNS1959
NA	inh	14	vz	TNS1959
0.678071916103363	inh	14	vz	TNS1959
-4.05889368057251	bdq	14	vz	TNS1959
0	lev	14	vz	TNS1959
-1	ami	14	vz	TNS1959
-1	mxf	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
2	rfb	14	vz	TNS1959
3	rif	14	vz	TNS1959
1	kan	14	vz	TNS1959
1	eth	14	vz	TNS1959
0	pas	14	vz	TNS1959
-1	lzd	14	vz	TNS1959
1	emb	14	vz	TNS1959
0	eth	14	vz	TNS1959
-1	mxf	14	vz	TNS1959
2	rfb	14	vz	TNS1959
1	kan	14	vz	TNS1959
-1	lev	14	vz	TNS1959
3	rif	14	vz	TNS1959
0	emb	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
-4.05889368057251	bdq	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-1	pas	14	vz	TNS1959
-1	lzd	14	vz	TNS1959
0.678071916103363	inh	14	vz	TNS1959
-4.05889368057251	bdq	14	vz	TNS1959
-1	mxf	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
3	rif	14	vz	TNS1959
0	eth	14	vz	TNS1959
-1	lzd	14	vz	TNS1959
-1	ami	14	vz	TNS1959
2	rfb	14	vz	TNS1959
0	emb	14	vz	TNS1959
1	kan	14	vz	TNS1959
0	pas	14	vz	TNS1959
-1	lev	14	vz	TNS1959
0.678071916103363	inh	14	vz	TNS1959
-1	lzd	14	vz	TNS1959
-1	pas	14	vz	TNS1959
0	kan	14	vz	TNS1959
-2	mxf	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-1	ami	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
3	rif	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
0	eth	14	vz	TNS1959
0	emb	14	vz	TNS1959
-4.05889368057251	bdq	14	vz	TNS1959
-1	lev	14	vz	TNS1959
0.678071916103363	inh	14	vz	TNS1959
NA	ami	14	vz	TNS1959
NA	rif	14	vz	TNS1959
NA	kan	14	vz	TNS1959
NA	lzd	14	vz	TNS1959
NA	dlm	14	vz	TNS1959
NA	rfb	14	vz	TNS1959
NA	lev	14	vz	TNS1959
NA	cfz	14	vz	TNS1959
NA	eth	14	vz	TNS1959
NA	bdq	14	vz	TNS1959
NA	emb	14	vz	TNS1959
NA	inh	14	vz	TNS1959
NA	pas	14	vz	TNS1959
NA	mxf	14	vz	TNS1959
NA	pas	14	vz	TNS1959
NA	ami	14	vz	TNS1959
NA	cfz	14	vz	TNS1959
NA	kan	14	vz	TNS1959
NA	inh	14	vz	TNS1959
NA	lev	14	vz	TNS1959
NA	mxf	14	vz	TNS1959
NA	emb	14	vz	TNS1959
NA	rfb	14	vz	TNS1959
NA	dlm	14	vz	TNS1959
NA	rif	14	vz	TNS1959
NA	eth	14	vz	TNS1959
NA	lzd	14	vz	TNS1959
NA	bdq	14	vz	TNS1959
-3.05889368057251	pas	14	vz	TNS1959
1	eth	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
0	kan	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-3.05889368057251	mxf	14	vz	TNS1959
-2	lev	14	vz	TNS1959
0	emb	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-2	lzd	14	vz	TNS1959
-3.05889368057251	cfz	14	vz	TNS1959
-5.05889368057251	bdq	14	vz	TNS1959
3	rif	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
-2	lev	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-3.05889368057251	pas	14	vz	TNS1959
3	rif	14	vz	TNS1959
-3.05889368057251	lzd	14	vz	TNS1959
0	emb	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-2	mxf	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
0	eth	14	vz	TNS1959
0	kan	14	vz	TNS1959
-6.05889368057251	bdq	14	vz	TNS1959
-1	lzd	14	vz	TNS1959
0	eth	14	vz	TNS1959
-5.05889368057251	bdq	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-2	ami	14	vz	TNS1959
-2	mxf	14	vz	TNS1959
2	rfb	14	vz	TNS1959
0	emb	14	vz	TNS1959
-1	lev	14	vz	TNS1959
-2	pas	14	vz	TNS1959
1	kan	14	vz	TNS1959
3	rif	14	vz	TNS1959
0	eth	14	vz	TNS1959
-2	lzd	14	vz	TNS1959
3	rif	14	vz	TNS1959
0	emb	14	vz	TNS1959
-3.05889368057251	pas	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-6.05889368057251	bdq	14	vz	TNS1959
-2	lev	14	vz	TNS1959
-2	ami	14	vz	TNS1959
0.678071916103363	inh	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
-2	mxf	14	vz	TNS1959
0	kan	14	vz	TNS1959
1	bdq	14	vz	TNS1959
3	emb	14	vz	TNS1959
-3.05889368057251	pas	14	vz	TNS1959
3	lev	14	vz	TNS1959
1	lzd	14	vz	TNS1959
3	ami	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
2	mxf	14	vz	TNS1959
0.678071916103363	inh	14	vz	TNS1959
1	eth	14	vz	TNS1959
1	kan	14	vz	TNS1959
3	rif	14	vz	TNS1959
1	rfb	14	vz	TNS1959
-2	lzd	14	vz	TNS1959
3	rif	14	vz	TNS1959
0	emb	14	vz	TNS1959
1	kan	14	vz	TNS1959
-6.05889368057251	bdq	14	vz	TNS1959
-2	lev	14	vz	TNS1959
-2	mxf	14	vz	TNS1959
0	eth	14	vz	TNS1959
-4.05889368057251	cfz	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
-1.32192814350128	inh	14	vz	TNS1959
-2	ami	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-3.05889368057251	pas	14	vz	TNS1959
-1	mxf	14	vz	TNS1959
1	emb	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
3	pas	14	vz	TNS1959
-2	ami	14	vz	TNS1959
1	kan	14	vz	TNS1959
-4.05889368057251	bdq	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
2	lzd	14	vz	TNS1959
-1	lev	14	vz	TNS1959
2	rfb	14	vz	TNS1959
1	eth	14	vz	TNS1959
3	rif	14	vz	TNS1959
-3.05889368057251	cfz	14	vz	TNS1959
1.67807197570801	inh	14	vz	TNS1959
1	kan	14	vz	TNS1959
-4.05889368057251	bdq	14	vz	TNS1959
-3.05889368057251	cfz	14	vz	TNS1959
-1	lev	14	vz	TNS1959
-2	ami	14	vz	TNS1959
3	rif	14	vz	TNS1959
1	eth	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
1	emb	14	vz	TNS1959
-1	mxf	14	vz	TNS1959
2	pas	14	vz	TNS1959
2	rfb	14	vz	TNS1959
-1	lzd	14	vz	TNS1959
3	rif	14	vz	TNS1959
-4.05889368057251	bdq	14	vz	TNS1959
-1	lzd	14	vz	TNS1959
-1	ami	14	vz	TNS1959
-6.05889368057251	dlm	14	vz	TNS1959
-2	cfz	14	vz	TNS1959
-1	lev	14	vz	TNS1959
-2	mxf	14	vz	TNS1959
-1	emb	14	vz	TNS1959
2	rfb	14	vz	TNS1959
3	pas	14	vz	TNS1959
